N,Title,Nchar
947,"Spatial Transcriptomics Reveals Normal-density and Low-density Neutrophils Are More Prevalent Than Macrophages in Lupus Nephritis Glomeruli, and Urine DNA Methylation Analyses Capture Both Myeloid Populations",208
948,Inadequate Screening for Antiphospholipid Syndrome with Antiphospholipid Antibodies in Patients with Systemic Lupus Erythematosus,129
949,Neutrophils in Patients with Systemic Lupus Erythematosus Show Pronounced Inflammatory Signals,94
950,Transcription Factor RFX1 Promotes M1 Macrophage Polarization in Systemic Lupus Erythematosus via Regulating APOBEC3A,117
951,IL-16+ Is Abundantly Expressed by Kidney-infiltrating Myeloid and Lymphoid Cells in Lupus Nephritis: A Spatially Resolved Multiplexed Approach,142
952,Upregulation of the M-CSF Receptor on Non-Classical Monocytes from SLE Patients as an Indicator for Premature Monocyte Aging,124
953,Role of Immunoglobulin Polygenic Risk in Systemic Lupus Erythematosus,69
954,Network Analysis of Genome Sequences Identifies Important Pathways in the Pathogenesis of Childhood-onset Systemic Lupus Erythematosus,134
955,Investigating the Role of Interferon in Promoting Flares of SLE at a Single Cell Level,86
956,Proinflammatory Neutrophils and NETs Mediate Skin and Kidney Inflammation During Lupus Flare in Asymptomatic Lupus-prone Mice Triggered by UVB,142
957,SAPhigh T Peripheral Helper Cells Are a Novel Subset Associated with Lupus Nephritis,84
958,The Multi-Omic Landscape of Systemic Lupus Erythematosus Patients Highlights Metabolic and Immune Pathways Associated with Distinctive Clinical Profiles,152
959,Identification of Lupus Nephritis Kidney Immune Populations via Hi-Resolution 20-Plex Immunohistochemistry Single-Cell Spatial Analyses,135
960,Distinct Cell-Bound Complement Activation Products Associate with Disease Activity and Immune Transcriptional Signatures in SLE,127
961,IL-4 Acts Through Aryl Hydrocarbon Receptor to Antagonize TLR7-induced Double Negative 2 B Cells in Lupus,105
962,Single-cell Multi-Omic Evaluation of Differences in Immune Cell Populations in Progression Toward Systemic Lupus Erythematosus,126
963,"A Complex Interplay Among Gut Lachnoclostidium, HLA Haplotype DRB1*07:01, and the TNF Superfamily in Anti-Ro+ Women with a Spectrum of Preclinical and Clinical Autoimmunity Whose Children Have Neonatal Lupus",207
964,Skewing of B Cell Receptor Repertoire in Unswitched Memory B Cells Is Associated with Disease Activity of Systemic Lupus Erythematosus and Targeted by Belimumab,160
965,Persistent Up- or Down-regulation of SOCS1 Exacerbates the Pathogenesis of Systemic Lupus Erythematosus Through Several Mechanisms,130
966,Genetic Risk Profiles of Patients with Lupus Nephritis to Identify Those at Risk for Kidney Deterioration and Eventual Damage,125
967,Down-Regulation of Human NADH-Ubiquinone Oxidoreductase Chain 6 by N6-Methyladenosine Methylation Is Associated with Lupus CD4+ T Cell Activation,145
968,The Landscape of Immune Cells in Systematic Lupus Erythematosus Patients with Epstein-Barr Virus Infection by Single-cell Sequencing,132
969,The ‘Sweet’ in Lupus – IgG Glycosylation in Lupus Nephritis,59
970,"Anti-fibrotic Effects of MT-5562, a Novel Potent Selective Autotaxin Inhibitor, in Preclinical Studies: Roles of Lysophosphatidic Acid in Autoimmune Diseases and Clues to Treat Skin and Lung Fibrosis in Systemic Sclerosis",221
971,Sodium Pyruvate Improves Mitochondrial Fitness in SSc Fibroblasts to Prevent Fibroblast-to-myofibroblast Transition and Fibrotic Remodeling,139
972,Impaired DNA Repair Responses Activate a Novel FOXO1-dependent Metabolic Remodelling in Patients with Progressive Systemic Sclerosis to Promote Fibrosis,152
973,IL-4+ and IFN-α+ Profibrotic T Cells Aggravate Systemic Sclerosis via STIM1/STING Signaling in SKG Mice,103
974,Deconvolution of the Molecular Signature of Very Early Diagnosis of Systemic Sclerosis (VEDOSS) and Established Disease: A Biomarker Blueprint of Scleroderma Disease Continuum,175
975,HRCT-derived Delta Radiomic Features Classify Response to Anti-Fibrotic Treatment in Experimental and Human Fibrosing Interstitial Lung Disease,143
976,A Novel Therapeutic Opportunity in Systemic Sclerosis: The Fibrolytic Activities of a Specialized Macrophage Secretome,118
977,RUNX1 Expression and Binding Site Accessibility Is Associated with Increased Disease Severity in Systemic Sclerosis,115
978,G Protein-coupled Receptor Kinase 5 in Fibrotic Tissue Remodeling,65
979,Attenuation of Fibroblast Activation and Fibrosis by Adropin in a Hedgehog-Dependent Manner,91
980,Macrophages Regulate Adipocyte Differentiation and Proliferation in Skin Fibrosis,81
981,The Nuclear Receptor TR4 Orchestrates Cytoskeletal Organization in a Gα12/ROCK-dependent Manner to Promote Myofibroblast Differentiation and Tissue Fibrosis in Systemic Sclerosis,178
982,Immunoglobulins G Purified from Systemic Sclerosis Patients Influence Cytoplasmic and Nuclear Proteins Profile in Dermal Fibroblasts,132
983,Fcγ Receptors Define Pro-Phagocytic Macrophages and Trigger Pro-Inflammatory Responses in Patients with Systemic Sclerosis,122
984,Nintedanib Alters Fibroblast and Macrophage Diversity in a 3D Skin Model of Systemic Sclerosis (SSc),100
985,Development of Interstitial Pneumonia with Autoimmune Features in Conditional Tgfb3 Deletion,92
986,KL-6 and IL-18 Levels Are Negatively Correlated with Respiratory Function Tests and ILD Extent Assessed on HRCT in Patients with Systemic Sclerosis-related Interstitial Lung Disease (SSc-ILD),191
987,Single Cell Analysis of Transitional B Cells in Systemic Sclerosis Highlights Defective Peripheral Tolerance,108
988,Unraveling the Role of MiR-181 in Skin Fibrosis Pathogenesis by Targeting NUDT21,80
989,Flavin-containing Monooxygenase (FMO3) Links the Gut and Fibrosis in Systemic Sclerosis,87
990,Non-canonical WNTA Promotes Cytoskeletal Rearrangement and Integrin Alpha V Clustering via JNK and ROCK to Control the Activation of Latent TGFβ,144
991,GRB2 Serves as a Viable Target Against Skin Fibrosis in Systemic Sclerosis by Regulating Endothelial Cell Apoptosis,115
992,Effects of B Cell Depletion by CD19-targeted CAR-T Cells in a Murine Model of Systemic Sclerosis,96
993,Rationale for Targeting Insulin-like Growth Factor Signalling in Systemic Sclerosis,83
994,Shared Genetic Susceptibility Between Systemic Sclerosis and Primary Biliary Cholangitis: Analyses from Genome-Wide Association Studies,135
995,Redirecting Macrophage Immunophenotype Attenuates Inflammation and Fibrotic Activation in Systemic Sclerosis,108
996,MiR-3606-3p Alleviates Skin Fibrosis by Suppressing Fibroblast Inflammation and Migration via Inhibiting GAB1 and ITGAV,119
997,Transcriptomic Analysis of Scleroderma Monocytes Identifies Distinct Clinically Relevant Clusters and Novel Genes Associated with Disease Complications,151
998,Topological Proteomic Differences in Fibrotic and Unaffected Skin in Scleroderma,80
999,Anti-Topoisomerase Antibody in dcSSc: Unravelling Its Intracellular Effects in Systemic Sclerosis,97
1000,Systemic Sclerosis (SSc) Dermal Fibroblasts Show Shortened Primary Cilia Due to Aberrant Aurora a Kinase Activation Independently of Transforming Growth Factor β Signalling,172
1001,"Comparing Predictors of DAPSA28, DAPSA66/68 and DAS28-CRP Remission at 6 Months in Bio-naive Patients with Psoriatic Arthritis Initiating a TNFi in Clinical Practice – Results from the EuroSpA Collaboration",206
1002,The Burden of Oligoarticular Psoriatic Arthritis in the United States,69
1003,Overall Survival in Patients with versus Without Rheumatoid Arthritis Initiating Immune Checkpoint Inhibitors for Metastatic Non Small Cell Lung Cancer,151
1004,Risk of Incident Heart Failure and Heart Failure Subtypes in Patients with Rheumatoid Arthritis,95
1005,Tumor Necrosis Factor-α Inhibitors Reduces Obstructive Sleep Apnea in Patients with Juvenile Idiopathic Arthritis: A Population-based Cohort Study,146
1006,Comparison of Survival on Treatment and Severe Infection Among New Users of Biosimilar vs. Originator Biologics in Inflammatory Arthritis: Population-based Evidence from a Natural Experiment Due to a Policy Change,213
1007,Network Meta Analyses of the Effectiveness and Safety Profiles of Janus Kinase Inhibitors and Biologic Agents in Treating Children with Non-systemic Juvenile Idiopathic Arthritis (nsJIA),186
1008,Increased Incidence of Inflammatory Arthritis After COVID-19 in a Colombian Population,86
1009,Real-World Comparative Effectiveness Study of Janus Kinase Inhibitors Compared to Biologic Disease Modifying Antirheumatic Drugs in Korean Patients with Rheumatoid Arthritis,173
1010,Validation of Boolean 2.0 Criteria for Assessing Remission and Predicting Quality of Life in Korean Patients with Rheumatoid Arthritis Undergoing Targeted Therapy,162
1011,Association of HLA-DRB1 Alleles with Ischemic Events and Mortality in a Multi-ethnic Community-living Population,112
1012,Sarcopenia and All-Cause Mortality in US Adults with and Without Rheumatoid Arthritis,85
1013,Prevalence of Arthritis in the United States: National Estimates from a Population-based Study,94
1014,Identifying Important Clinical Features for Predicting Remission in Patients with Rheumatoid Arthritis Treated with Biologics Using Machine Learning Model,154
1015,Use and Discontinuation of Tumour Necrosis Factor Inhibitors Among Pregnant Women with Chronic Inflammatory Diseases,116
1016,Temporal Trends in Incidence Rates of Seropositive and Seronegative Rheumatoid Arthritis: A Danish Nationwide Population-based Study,132
1017,Time Trends in Overall Infection Risk in Patients with Inflammatory Arthritides Treated with Tumor Necrosis Factor Inhibitors,125
1018,Systemic Autoimmune Rheumatic Diseases (SARD) in the Agricultural Health Study Cohort: Rates of Rheumatoid Arthritis (RA) and Other SARD Among Medicare-linked Participants,171
1019,"Association Between Disease-modifying Anti-rheumatic Drugs and Short-term Outcomes of Dengue: A Population-based, Cohort Study",126
1020,"Factors Associated with 5-year Mortality in Patients with Rheumatoid Arthritis Initiating Their First Biological or Target Synthetic DMARDs: A Nationwide, Population-based Cohort Study of 12,612 Patients",203
1021,Assessing the Value of Comorbidity Clusters in Predicting Clinical Outcomes in Rheumatoid Arthritis: A Machine Learning Approach Using a Very Large US Registry,159
1022,Medication Use Patterns and Factors Associated with Abnormal Pregnancy Outcomes in Patients with Rheumatoid Arthritis in Korea,126
1023,Risk Factors and Predictors of Disease Activity in Rheumatoid Arthritis and Psoriatic Arthritis: Data from the Mexican Adverse Events Registry (BIOBADAMEX),155
1024,Elderly Patients’ Discontinuation of Biologic DMARDs in Patients with Rheumatic Diseases: Data from the Mexican Adverse Events Registry (BIOBADAMEX),148
1025,Rheumatoid Arthritis and Risk of Migraine: A Population-based Nationally Representative Cohort,94
1026,Association of Treatment and Disease Activity with Antibiotic Use and Hospitalized Infection Among People Living with Rheumatoid Arthritis: Baseline Data from a Longitudinal Study in the ArthritisPower Registry,210
1027,Trends in Arthroplasty Utilization for Inflammatory Arthritis Including Rheumatoid Arthritis and Spondyloarthritis in China: Analysis of a Large National Database,162
1028,Association Between Metabolic Syndrome and the Presence of Enthesophytes on Musculoskeletal Ultrasound Compared to Joint X-ray,126
1029,Successful Implementation of a New Patient Video Triage Program,63
1030,Narrative Medicine and Pediatric Rheumatology: Addressing Burnout and Bias,74
1031,Rheumatoid Arthritis Early Diagnostic Clinic: A Web-based Referral Tool Serving Ethnic Minority Patients,104
1032,Will Patients Engage with Digital Technologies as Part of Routine Healthcare?,77
1033,"Impact of Depression on Healthcare Utilization in Members with Underlying Rheumatoid Arthritis, Psoriatic Arthritis and Systemic Lupus Erythematosus",148
1034,Barriers and Facilitators for Osteoporosis and Sarcopenia Care for Persons Living with HIV in Peru: HIV Physician and Coordinator Perspectives,142
1035,"Race, Payer, and Hospital Factors Are Associated with Post-primary Total Hip Arthroplasty Healthcare Utilization",112
1036,Incorporation of Social Drivers of Health Screening into a Structured Healthcare Transition Program for Adolescents and Young Adults with Chronic Rheumatic Disease,163
1037,Distance Not Travelled in a Tele-Rheumatology Shared Care Model: Leveraging the Expertise of an Advanced Clinician Practitioner in Arthritis Care (ACPAC)-trained Extended Role Practitioner (ERP) in Rural-remote Ontario,218
1038,Optimizing Rural Rheumatology Access: Collaborative Tele-Health Clinic Between University of North Carolina and Piedmont Health 1 Year Extension and Opportunities for Improvement,178
1039,A Multidisciplinary Obstetric-Medicine/Rheumatology Specialty Clinic in the United States: A Five Year Analysis,111
1040,Telerheumatology Shared-Care Model: Leveraging the Expertise of an ACPAC-Trained Extended Role Practitioner (ERP) in Rural-Remote Ontario,137
1041,"Telemedicine for Rheumatology Care: A Randomized, Single-Blind, Parallel Group, Noninferiority Trial",100
1042,Use of Implementation Strategies to Promote Adherence of Knee Osteoarthritis Guidelines and Improve Patient Outcomes: A Systematic Review,137
1043,Telehealth Conversion: A Strategy for Optimizing Ambulatory Access,66
1044,Identifying Inflammatory Arthritis Ambulatory Care Service Model Enhancements Needed to Reduce Avoidable Emergency Department Use,129
1045,More Implementation Strategies Are Not Associated with Better Implementation Outcomes: Implementing the Lupus Patient Decision Aid,130
1046,Advanced Clinician Practitioners in Arthritis Care: A Workforce Profile,71
1047,A Rheumatology Model of Care Re-design: Integrating the Advanced Practice Provider,82
